id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
690413466249289852,Schöne Altbauwohnung mitten in der Maxvorstadt,5878369,Susanne,,Maxvorstadt,48.15524,11.56388,Entire home/apt,244,4,1,2022-09-30,0.04,1,136,0,
690414033505749240,Modern 2-Room-Apartment for 2 in Munich,451984923,Gaby,,Sendling,48.1205208437678,11.54226126503432,Entire home/apt,135,120,3,2022-09-16,0.11,1,231,0,
690466200390526386,Central Apartment with Magnificent Munich views!,45434344,Lisa,,Au-Haidhausen,48.12562,11.59206,Entire home/apt,,1,12,2024-09-30,0.43,1,0,6,
690468530641188230,Schöne Einzimmer Wohnung mit Terrasse,75362831,Devia,,Bogenhausen,48.13966,11.61545,Entire home/apt,135,1,9,2024-10-06,0.35,1,240,4,
690506352859302499,Schönes Zimmer zentral & ruhig in Schwabing,151678122,Eva,,Schwabing-Freimann,48.16701,11.58368,Private room,,2,0,,,1,0,0,
690544626662708433,Dreamy room 10min to Oktoberfest and Olympic Park,149668125,George,,Neuhausen-Nymphenburg,48.15240192591943,11.531786288885483,Private room,,1,2,2022-08-31,0.07,1,0,0,
691002568456545116,"Helles, gemütliches Zimmer in zentraler Lage",474452747,Andrea,,Obergiesing,48.11813,11.5938,Private room,86,3,10,2024-10-05,0.35,1,49,3,
691091051259663269,"Luxuriöse 2,5 Zimmer-Wohnung über Auer Mühlbach",439044682,Andrea,,Au-Haidhausen,48.12112,11.57763,Entire home/apt,207,3,52,2024-12-03,1.88,2,331,34,
691155273701892838,Schöne Wohnung in München,19636628,Kristin,,Maxvorstadt,48.15458,11.57301,Entire home/apt,,3,18,2024-08-14,0.66,1,0,2,
691187195622324109,Ruhige Wohnung - 2ZKB - nahe zum Zentrum,979954,Frank,,Ramersdorf-Perlach,48.11243,11.61007,Entire home/apt,,1,22,2023-10-01,0.80,1,0,0,
691305155300767202,Apartamento encantador com Jardim.,423540289,Wolfgang Allan,,Pasing-Obermenzing,48.1669254,11.4794677,Entire home/apt,100,1,5,2024-12-04,0.18,1,358,2,
691648843898295955,Whole flat in Munich/ Haidhausen - very central!,57486603,Barbara,,Au-Haidhausen,48.12466,11.58985,Private room,76,16,2,2022-09-11,0.07,1,358,0,
691722180242587285,Downtown Luxury 2 Bedroom Apt w balcony,156424629,Doherty,,Maxvorstadt,48.1544759,11.5591494,Entire home/apt,159,1,18,2024-10-21,0.65,6,238,3,
691741663093969627,Cozy & private 2 Bedroom Apartment/great location,21560841,Nils,,Maxvorstadt,48.1517837,11.5730532,Entire home/apt,,3,12,2024-10-05,0.43,1,0,4,533431102021
691834145184013698,Lovely 1-Room apartment in the heart of Munich,409538456,Fatma,,Moosach,48.1819864,11.5241179,Entire home/apt,120,3,13,2024-10-08,0.45,1,358,5,
691922747291322053,Cozy 1-Room Studio Apartment with sunny balcony,43965169,Missy,,Milbertshofen-Am Hart,48.186,11.5656,Entire home/apt,,2,29,2023-09-04,1.01,1,0,0,
691940654210304477,"Souterrain Wohnung im Grünen, 10 Min zur Messe",11681694,Gabriele,,Bogenhausen,48.16617,11.64816,Entire home/apt,120,2,72,2024-12-23,2.79,2,221,36,
692006039901656274,Homefeeling Room,474691535,Matthias,,Milbertshofen-Am Hart,48.19988,11.58677,Private room,66,1,114,2024-12-22,6.09,1,334,72,
692389340987603732,NEW Big 80iesCaravan 20 min Oktoberfest All U need,22493830,Tobias,,Sendling-Westpark,48.13091310197116,11.519619546449718,Entire home/apt,110,1,7,2024-10-06,0.26,1,269,1,
692542162633515094,"4 rooms apartment with balcony, near metro/bus",33447005,Vanessa,,Schwabing-Freimann,48.1751387,11.5949986,Entire home/apt,,2,2,2022-08-28,0.07,1,0,0,
692723824381045116,Lovely bedroom in the best location in Munich,8256368,Yucheng,,Maxvorstadt,48.14985,11.56128,Private room,,1,15,2024-01-28,0.52,1,0,1,
692852330070127161,Zentral in München Norden (Moosach),8718857,Mohamed,,Moosach,48.1852,11.49593,Entire home/apt,,5,0,,,1,0,0,
693154739982082641,"Grünes Nord-Schwabing, 4 Zimmer Wohnung",474916319,Heiko,,Schwabing-Freimann,48.18568,11.59756,Entire home/apt,,6,3,2023-04-15,0.11,1,0,0,
693167070566352002,80538 - München - Lehel - Deutschland,24575325,Selçuk,,Altstadt-Lehel,48.14112555508612,11.587698496878147,Entire home/apt,279,3,30,2024-10-11,1.09,1,334,12,
693278821497321377,"For girls only:
Hübsches Zimmer mit privatem Bad",474942233,Bärbel,,Untergiesing-Harlaching,48.1138096,11.5706211,Private room,64,1,57,2024-11-16,2.00,1,278,24,
693329205257742145,Designerloft,474955289,Marica,,Laim,48.13883,11.51723,Entire home/apt,230,3,75,2024-12-15,2.62,1,305,32,
693373852390117745,"Bright, newly renovated, central Flat",145605584,Hanna,,Neuhausen-Nymphenburg,48.15097,11.5439,Private room,110,1,10,2024-09-29,0.49,1,353,3,
693943177179565277,Design-Studio 70ties Flair (50m²),22274551,Jürgen,,Sendling-Westpark,48.13388628204588,11.524400040507317,Entire home/apt,180,3,11,2024-10-07,0.40,1,20,7,
694070558486691315,Cozy flat in the oldest village of Munich,34434671,Lisa,,Ramersdorf-Perlach,48.0882764,11.6278861,Entire home/apt,,4,12,2023-10-07,0.43,1,0,0,
694071866611341963,1 Zimmer Wohnung im Grünen,367027786,Susanne,,Untergiesing-Harlaching,48.10391,11.56036,Entire home/apt,110,2,30,2024-11-09,1.06,1,56,14,
694503997045462348,Architect‘s penthouse apartment & rooftop terrace,96791396,Teresa,,Hadern,48.1125242,11.4961838,Entire home/apt,,3,1,2022-10-02,0.04,1,0,0,
694516924731191517,Gemütliche 2 Zimmer Wohnung in München Schwabing,33271926,Benjamin,,Schwabing-West,48.1630676,11.5750331,Entire home/apt,,2,30,2024-06-15,1.07,1,0,7,
694617096981041449,Attraktive 65qm Wohnung mit Balkon in Bestlage,454067093,Korbinian,,Maxvorstadt,48.15109,11.57356,Entire home/apt,,10,4,2023-05-17,0.15,2,0,0,
694725580487544329,Fully furnished studio apartment,182974626,Radhika,,Untergiesing-Harlaching,48.1076973171496,11.571259355115835,Entire home/apt,58,1,0,,,1,251,0,
694798823389762487,"Zentral gelegenes, ruhiges Zimmer in Isar-Nähe",475292686,Sina,,Obergiesing,48.11838,11.57693,Private room,69,3,42,2024-07-22,1.55,1,24,10,
694827994860618398,Central Apartment Full of Life,424332838,Colin,,Ludwigsvorstadt-Isarvorstadt,48.12667,11.55362,Entire home/apt,,4,18,2024-12-08,0.64,1,0,5,
694891546942678608,Stylish Munich 1BR Penthouse + Kitchen/Bath,76769520,Florian,,Sendling,48.11871,11.5403,Entire home/apt,85,10,12,2024-09-15,0.45,1,20,3,
694909967851566981,1 private room in a student Dorm in Munich,404377276,Prudhvi Sainath Reddy,,Hadern,48.12396,11.49283,Private room,,1,4,2022-10-02,0.14,1,0,0,
695024479677955689,"Stylish, spacious 2-bedroom in the heart of Munich",18943189,Philipp,,Maxvorstadt,48.15415,11.57738,Entire home/apt,,3,1,2024-11-05,0.57,1,0,1,
695256500807515105,Schickeria München,475396028,Michelle,,Maxvorstadt,48.15111,11.57916,Entire home/apt,250,1,1,2022-09-25,0.04,1,365,0,
695304762846281333,Menas Home,8497994,Philomena,,Sendling-Westpark,48.12704,11.53325,Private room,100,2,9,2024-10-07,0.31,2,88,4,
695341053020233552,schöne Eigentumswohnung in München,417513371,Anna,,Ludwigsvorstadt-Isarvorstadt,48.11975,11.56193,Entire home/apt,,2,55,2024-10-07,1.98,1,0,4,
695391114108529407,1 private room with its own bath and kitchen.,407040849,Muc,,Schwanthalerhöhe,48.13546310653642,11.544215865433216,Private room,150,7,0,,,1,365,0,
695476807266592926,Schöne Eigentumswohnung mit Balkon,475447167,Martin,,Allach-Untermenzing,48.18515,11.47602,Entire home/apt,,3,4,2023-04-22,0.15,1,0,0,
695485232873926125,"Zentral gelegene, gemütliche Wohnung",47660092,Thuy,,Neuhausen-Nymphenburg,48.15375,11.50916,Private room,132,1,38,2024-10-09,1.36,1,38,24,
695494101184768969,Apartment with terrace and great view,292824021,Fabian,,Pasing-Obermenzing,48.14422187538831,11.471423993509672,Entire home/apt,,2,7,2024-10-06,0.25,1,0,5,
695568940557505984,Spacious private room in the center of Schwabing,416319867,Mira,,Schwabing-Freimann,48.18108,11.59278,Private room,70,1,24,2024-12-05,0.84,1,175,20,
695639943447265083,Central 1Room 20 min walk to Oktoberfest,442366701,Fadi,,Maxvorstadt,48.14553,11.55891,Private room,99,5,10,2024-10-06,0.36,1,79,2,
695704375934517082,Lovely Single Condo in Munich,309144830,Abdulrahman,,Hadern,48.118802828587675,11.48557442645874,Entire home/apt,,1,1,2022-09-26,0.04,1,0,0,
696137033366599412,Fully Furnished Double Studio with gym,376961462,Vonder,,Aubing-Lochhausen-Langwied,48.13909719999999,11.4094201,Entire home/apt,91,6,12,2024-11-30,0.44,78,55,4,
696150541232012680,Double Studio in Co-Living Building,376961462,Vonder,,Aubing-Lochhausen-Langwied,48.13909719999999,11.4094201,Entire home/apt,91,6,6,2024-09-07,0.28,78,87,3,
696174007470025456,Zweibettzimmer in S-Bahn Nähe incl. Frühstück,292149227,Manfred,,Allach-Untermenzing,48.18066915428416,11.465874773016353,Private room,72,3,38,2024-10-14,1.38,4,0,16,
696188860385318520,Schmuckstück zentral in München!Dachgeschosswohnun,473832034,Philipp,,Au-Haidhausen,48.12173,11.57184,Entire home/apt,,3,14,2023-09-27,0.50,1,0,0,
696348948086366733,Spacious apartment for couples and families,30961236,Monique,,Obergiesing,48.11788,11.58553,Entire home/apt,,2,4,2024-08-25,0.26,1,0,2,
696766208019645915,Schöne Wohnung im Herzen Münchens,41417617,Fares,,Ludwigsvorstadt-Isarvorstadt,48.13217,11.57469,Entire home/apt,481,1,3,2024-06-21,0.11,1,365,2,
696820380165691512,Moderne lichtdurchflutete Wohnung,62104415,Aglaia,,Pasing-Obermenzing,48.14949,11.47593,Entire home/apt,201,1,6,2024-09-29,0.22,1,88,1,
696855822164526556,Appartment with Barbecue terraceMunich Oktoberfest,134031530,Ali,,Bogenhausen,48.1667674,11.6321515,Entire home/apt,200,10,0,,,1,365,0,
696856932102770884,Apartment 2 min walk from U-bahn with indoor park,419150474,Francesca,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09588,11.50934,Entire home/apt,,1,2,2022-09-02,0.07,2,0,0,
696877291342569596,Juwel im Englischen Garten,473516423,Tatiana,,Altstadt-Lehel,48.14601,11.59226,Entire home/apt,250,3,19,2024-10-05,0.68,1,91,7,
697000302496812382,"Room for 2 pl. in apartment, close to Oktoberfest",394715271,Tobias,,Sendling,48.12077,11.55046,Private room,,2,2,2022-10-02,0.07,1,0,0,
697003256226759248,Zentrale Wohnung mit schönem Balkon,54825604,José,,Neuhausen-Nymphenburg,48.16016,11.54647,Entire home/apt,,3,12,2024-08-20,0.43,1,0,3,
697430348487556979,Lovely 1-bedroom rental unit near Olympiapark,422813687,Michael,,Moosach,48.17930437270371,11.521277613937855,Private room,77,1,29,2024-07-29,1.06,1,179,4,
697557243386990316,Wohnung in der der  H.Villa Marija,455998190,Lana Immel,,Moosach,48.18799,11.52547,Private room,,1,15,2024-10-04,0.55,1,0,11,
697584972204591444,Idyllic living unit - own kitchenette & bathroom,28874171,Külli,,Tudering-Riem,48.10516029999999,11.7056838,Private room,90,3,16,2024-09-24,0.58,1,83,5,
697596432879376414,Spacious Flat close to Theresienwiese,38152936,Benedikt,,Schwanthalerhöhe,48.13987,11.53725,Entire home/apt,,1,6,2024-12-08,0.38,1,0,5,
697610818091899022,Cozy Apartment in Munich City Centre,475892612,Alicia,,Ludwigsvorstadt-Isarvorstadt,48.12925,11.56886,Entire home/apt,220,3,0,,,1,343,0,
697714789521141161,"Helles, großes Zimmer mitten im Glockenbachviertel",87477245,Nicolai,,Ludwigsvorstadt-Isarvorstadt,48.1264376,11.5719018,Private room,,2,14,2024-09-29,0.49,3,0,4,
697904470554642559,"Moderne Terrassenwohnung, Blick über ganz München",470593174,Vivi,,Bogenhausen,48.1599983,11.6184186,Entire home/apt,300,8,30,2024-10-11,1.06,3,97,8,
698262185579565457,Gemütliche Wohnung in 11. Etage mit Super Ausblick,291096793,Hamed,,Feldmoching-Hasenbergl,48.20844,11.5529,Entire home/apt,,3,0,,,1,0,0,
698273767564570497,Wohnung in top Lage,19692408,Marie,,Maxvorstadt,48.14376578441641,11.561005240427724,Entire home/apt,196,1,6,2024-10-14,0.94,1,260,6,
698309100745602286,Luxury private room,462156404,Carmen,,Bogenhausen,48.14018,11.6098,Private room,,1,5,2022-10-30,0.18,1,0,0,
698352206611716120,"Zimmer mit eigenem Bad in ruhiger, zentraler Lage",21046500,René,,Au-Haidhausen,48.12193,11.57511,Private room,,2,3,2024-09-28,0.11,1,0,1,
698367448861811786,Große Wohnung mit Garten für Gruppe geeignet,476036772,Susanne,,Feldmoching-Hasenbergl,48.1942647,11.556073,Entire home/apt,150,3,0,,,1,353,0,
698387757281300486,Luxury apartment with private garden &free parking,470593174,Vivi,,Bogenhausen,48.15798,11.61043,Entire home/apt,699,2,10,2024-07-29,0.35,3,362,5,
698425444079454502,Wohnung in München,476052617,Amira,,Milbertshofen-Am Hart,48.18006,11.57551,Entire home/apt,,4,1,2022-08-28,0.04,1,0,0,
698545957474517263,"Große Wohnung im Zentrum von München
-Nahe Isar-",111623812,Mathias,,Au-Haidhausen,48.13631,11.59694,Entire home/apt,405,3,21,2024-07-15,0.75,1,156,4,
698568383281912104,Wohnung mit Balkon,413387785,Caroline,,Sendling,48.11742,11.53882,Private room,,1,3,2023-06-30,0.11,1,0,0,
698639060754925871,Kleine Wohnung Maxvorstadt (2km zum Oktoberfest),140741186,Tatjana,,Maxvorstadt,48.15242,11.57167,Entire home/apt,170,2,4,2022-10-04,0.14,1,89,0,
698804264950813765,Apartment quiet and central,119868072,Susann,,Sendling,48.1060345,11.5396032,Entire home/apt,,3,7,2024-09-27,0.35,2,1,4,
698873682077818718,Beautiful Apartment by the River,175653405,Basak Su,,Ludwigsvorstadt-Isarvorstadt,48.12891,11.57318,Entire home/apt,,2,1,2022-10-03,0.04,2,0,0,
698978815470951228,Premium Apartment mit Bergblick und Dachterrasse,285604580,Itali,,Ramersdorf-Perlach,48.10584,11.65637,Entire home/apt,,2,0,,,4,54,0,
699021373415422407,"Private room-Munich, panoramic view, U-Bahn 300m",476176112,György,,Sendling-Westpark,48.11918680090041,11.52570686560669,Private room,102,2,20,2024-12-05,0.72,1,59,9,
699097360849832162,Bright and spacious central apartment,50227008,David,,Schwanthalerhöhe,48.13347,11.54345,Entire home/apt,175,5,0,,,1,18,0,
699098406577539165,Lovely room close to City Center & Octoberfest,273037080,Monika,,Schwabing-Freimann,48.19531,11.61402,Private room,,1,62,2024-09-29,2.22,1,0,21,
699108831573083741,Schöne Eigentumswohnung in Schwabing West,151609106,Dominik,,Schwabing-West,48.166162135775686,11.576191641863955,Entire home/apt,,1,1,2022-08-29,0.04,1,0,0,
699131308461297850,Cozy 2 room apartment near Oktoberfest,179714687,Christina,,Neuhausen-Nymphenburg,48.1569165,11.5434445,Entire home/apt,,4,0,,,1,0,0,
699307546485235746,Schöne ruhige und zentrale Wohnung im Zentrum,9726966,Florian,,Ludwigsvorstadt-Isarvorstadt,48.13975,11.54886,Entire home/apt,,3,9,2024-09-05,0.34,1,15,3,
699805855720204011,"Große, helle 3,5 Zimmer Wohnung in Isar-Vorstadt",126378,Martin,,Ludwigsvorstadt-Isarvorstadt,48.12738,11.55683,Private room,,1,4,2022-10-30,0.14,1,0,0,
699807057371054054,Zentrale Wohnung im Herzen von Schwabing,46943100,Saskia,,Schwabing-Freimann,48.17103340703897,11.586735910507583,Entire home/apt,,3,3,2024-09-24,0.11,1,0,2,
699845096194793531,Schöne helle 2 Zimmerwohnung in München Haidhausen,471657802,Ottobrunner,,Ramersdorf-Perlach,48.121923136022914,11.60309072698364,Entire home/apt,,2,7,2024-10-04,0.25,1,0,1,
699923548577046696,Schöne Altbauwohnung in München,32130625,Marina,,Neuhausen-Nymphenburg,48.15387,11.54023,Entire home/apt,310,2,5,2024-09-29,0.26,1,180,1,
699927086469542434,"Private room in Giesing, Munich",476386748,Nino,,Obergiesing,48.11296,11.59158,Private room,,1,1,2023-06-14,0.05,1,90,0,
700019215450926726,moderne 4 Zimmer -Wohnung | BBQ | Parkplatz,476410795,Zoltan,,Aubing-Lochhausen-Langwied,48.1829226123925,11.404650084655756,Entire home/apt,307,2,2,2023-09-19,0.08,1,143,0,
700052649141086047,A Lovely and Modern Townhouse with Parking,475524961,Gabriel,,Pasing-Obermenzing,48.14295,11.48899,Entire home/apt,290,180,13,2024-08-07,0.46,1,358,4,
700056539950722606,Cozy apartment in Munich (near the Oktoberfest),36253001,Jana,,Sendling,48.115943358963435,11.543142311275004,Entire home/apt,102,3,8,2024-09-26,0.28,1,336,1,
700326342385895237,Charmante Altbauwohnung Neuhausen-Nymphenburg,401643100,Danijela,,Neuhausen-Nymphenburg,48.1557,11.53055,Entire home/apt,,2,11,2024-10-05,0.40,1,0,4,
700437336191815381,Helle Wohnung über den Dächern Münchens,87477245,Nicolai,,Ludwigsvorstadt-Isarvorstadt,48.1264376,11.5719018,Entire home/apt,,1,0,,,3,0,0,
700449170342014454,Gemütliche 3-Zimmer Wohnung im Zentrum Münchens,455535535,Hilal,,Maxvorstadt,48.1448025,11.5414311,Entire home/apt,,4,25,2023-12-30,0.89,1,0,1,
700547799245195970,"Roof terrace apartment, beautiful, cozy and modern",420660809,Sebastian,,Aubing-Lochhausen-Langwied,48.15625379999999,11.4276853,Entire home/apt,66,180,0,,,2,240,0,
700726245603190149,Cosy Home in Munich East close to Subway,5487235,Frank,,Tudering-Riem,48.1310355,11.6759953,Private room,,2,19,2023-08-06,0.68,3,0,0,
700739242334334727,"Sehr helle 1 Zimmer WG, 5 Minuten zum Oktoberfest",30412791,Linda,,Sendling,48.1254974784195,11.5431322529912,Entire home/apt,300,4,3,2024-10-07,0.11,1,60,2,
701160313688450665,Serviced Business-Apartment downtown in München,434055750,MyMINGA,,Ludwigsvorstadt-Isarvorstadt,48.1318409,11.564453,Entire home/apt,,26,5,2024-08-17,0.21,11,37,2,
701200998888750282,Lovely private room in an apartment.,25750280,Kavinaya,,Neuhausen-Nymphenburg,48.15628,11.55351,Private room,52,1,74,2024-12-16,2.68,1,34,25,
701272811216526704,Cozy Room (20 mins to airport and central station),286311514,Komal Deep,,Bogenhausen,48.16632,11.64275,Private room,,1,61,2024-08-16,2.15,2,0,14,
701311457778384975,Designer Wohnung am Englischen Garten + Parkplatz,280709136,Laura,,Schwabing-Freimann,48.1592292,11.5912834,Entire home/apt,300,4,0,,,1,89,0,
701465630068359386,"Stilvoll, zentral und direkt am Olympiapark",95106911,Dominique,,Neuhausen-Nymphenburg,48.16266076921423,11.540309862554414,Entire home/apt,150,2,0,,,1,364,0,
701467617641765781,"Ruhiges Apartment, 2 Stationen zum Oktoberfest",33669256,Sina,,Sendling,48.10821,11.54217,Entire home/apt,,3,1,2022-09-25,0.04,1,0,0,
701468203636581490,"sunlit large Maisonette , big terrace",476705595,Alexander,,Schwabing-Freimann,48.16666,11.59104,Entire home/apt,,2,63,2024-08-22,2.23,3,0,9,
701510017943806704,3 Rooms Apartment near Octoberfest,241443411,Paula,,Sendling,48.12762,11.53853,Entire home/apt,,3,14,2024-10-29,0.50,1,0,7,
701572241195592332,Beautiful Apartment with Grill in central area,471061024,Raphael,,Berg am Laim,48.12836,11.62275,Entire home/apt,300,2,4,2023-09-30,0.15,1,33,0,
701745602382915285,Gemütliche Dachgeschosswohnung in Schwabing-West,46611823,Isabel,,Schwabing-West,48.16732,11.56263,Entire home/apt,,2,15,2024-08-18,0.54,1,0,1,
701927859829058525,"Nettes, helles Zimmer mitten im Glockenbachviertel",87477245,Nicolai,,Ludwigsvorstadt-Isarvorstadt,48.12599,11.57287,Private room,,2,3,2022-10-30,0.11,3,0,0,
701933584628162899,Jugendstilwohnung im Herzen Schwabings,11368444,Julius,,Schwabing-West,48.15965,11.56962,Entire home/apt,,3,51,2024-12-09,1.82,1,2,16,
701948993124808358,Lichtdurchflutete Traumwohnung in München Zentrum,29060374,Leon,,Schwabing-West,48.1573,11.5649,Entire home/apt,124,22,0,,,1,358,0,
702162526957234512,Über den Dächern von München,23795471,Burgi,,Bogenhausen,48.14056,11.61658,Entire home/apt,72,95,4,2024-09-30,0.22,1,162,1,
702552932117881911,Gemütliche Wohnung am Englischen Garten,17037338,Cristina,,Altstadt-Lehel,48.14392,11.59324,Entire home/apt,155,5,7,2024-09-09,0.87,1,4,7,
702588469656349247,Private Room in Schwabing,123282066,Benjamin,,Schwabing-Freimann,48.16329,11.58636,Private room,240,3,0,,,1,88,0,
702670215325873662,Cozy apartment in the heart of Munich,88888779,Sarah,,Maxvorstadt,48.15085,11.57648,Entire home/apt,180,3,7,2024-08-05,0.26,1,47,2,
702708723607221492,Quite Outdoor Retreat in the City Center Schwabing,156424629,Doherty,,Schwabing-West,48.16279,11.5664,Entire home/apt,,1,4,2024-10-06,0.15,6,0,1,
702717005972624107,2room balcony apartment in central munich,476934143,Carlos Alberto,,Ludwigsvorstadt-Isarvorstadt,48.1294,11.56961,Entire home/apt,264,1,17,2024-10-06,0.61,1,54,7,
702728650374814177,"Central, calm private room with home office space",11455895,Gina,,Neuhausen-Nymphenburg,48.15695,11.55063,Private room,,3,121,2024-11-18,4.36,2,0,49,
702738438432728146,"Nice flat nearby Theresienwiese, with garage",22384882,Francesco,,Ludwigsvorstadt-Isarvorstadt,48.12686014458635,11.549637654492209,Entire home/apt,290,1,14,2024-10-07,0.50,1,90,8,
702781268463687426,Charmantes Apartment im Herzen Münchens,21774102,Lena,,Schwabing-Freimann,48.15893,11.58237,Entire home/apt,,2,8,2023-09-10,0.29,1,0,0,
702793135913208308,Penthouse Wohnung mit großer Terrasse U-Bahn Nähe,54800690,Christoph,,Moosach,48.17661,11.52729,Entire home/apt,1000,3,0,,,2,89,0,
702999288128151300,"Quiet room in city center, close to Oktoberfest",147959390,Maximilian,,Ludwigsvorstadt-Isarvorstadt,48.12762038406756,11.573291346430779,Private room,,2,3,2022-10-03,0.11,1,0,0,
703090290062154548,Beer Oktoberfest Apartmant 38m2,77267136,Luka,,Sendling-Westpark,48.109494239373284,11.533871452273424,Entire home/apt,109,2,1,2022-09-25,0.04,1,90,0,
703299636485450175,Moderne Wohnung am Hirschgarten,94845420,Felix,,Neuhausen-Nymphenburg,48.14608,11.51627,Entire home/apt,,2,0,,,1,0,0,
703411113279396397,Small room with balcony in attic apartment,231331328,Jonas,,Ludwigsvorstadt-Isarvorstadt,48.13321,11.5564,Private room,,10,0,,,1,0,0,
703442621406206330,Privatzimmer in sehr schöner Whg (5 min zur Wiesn),32351668,Michaela,,Schwanthalerhöhe,48.1396931,11.5471675,Private room,,2,1,2022-09-25,0.04,1,0,0,
703471401632300483,"Apartment up to 3,
20 min. to the Oktoberfest",23664405,Cla,,Feldmoching-Hasenbergl,48.21875,11.55565,Entire home/apt,,2,0,,,1,0,0,
703514800308767844,Cosy private room 7 mins walk from Oktoberfest,77514107,Praneeth,,Ludwigsvorstadt-Isarvorstadt,48.12792,11.55994,Private room,,1,3,2022-10-04,0.11,1,0,0,
703588851215290545,Nice complete apartment close to Oktoberfest,476578888,Kevin,,Ludwigsvorstadt-Isarvorstadt,48.13651,11.55459,Entire home/apt,,3,0,,,1,0,0,
703627063892969531,Cozy room in apartment for short term rent,100411439,Natalia Valeria,,Neuhausen-Nymphenburg,48.1619,11.54032,Private room,,1,2,2024-05-14,0.07,1,0,1,
703925994560270717,"Hell, ruhig und zentral mit Freigängerkatze",228650456,Melanie,,Ramersdorf-Perlach,48.11011986272381,11.602251827716827,Entire home/apt,,9,2,2024-09-01,0.07,1,0,1,
704033642956639414,Zentr. Whng. nähe U-Bahn / Messe,21459732,Gerrit,,Au-Haidhausen,48.12662,11.58407,Entire home/apt,150,1,17,2024-12-04,0.64,2,174,9,
704227006316795402,2-Zimmer Wohnung Maxvorstadt - ideal für Workation,95258757,Max,,Maxvorstadt,48.155582951998895,11.566901603877492,Entire home/apt,,7,1,2024-03-06,0.10,1,0,1,
704237596459428611,Messe Munich Apartment,121152233,Caroline,,Tudering-Riem,48.13306,11.69732,Entire home/apt,122,2,11,2024-09-28,0.41,1,226,3,
704306557053348205,102 Studio Apart 3P,130433278,Yfliss,,Ludwigsvorstadt-Isarvorstadt,48.1377106,11.552535,Entire home/apt,800,1,4,2024-07-01,0.18,4,24,1,
704357827371231800,Spacious Single Room near Munich Centre,56263586,Sebastian,,Sendling-Westpark,48.1203504,11.534113,Private room,191,2,31,2024-12-02,1.12,1,348,15,
704378086967129910,"Stylisch, modernes und voll möbliertes Apartment.",459599889,Tim,,Pasing-Obermenzing,48.14609,11.46889,Entire home/apt,102,1,38,2024-12-15,1.36,1,29,30,
704689468710217202,Your home away From home!,8789576,Patrick & Amelie,,Neuhausen-Nymphenburg,48.16806955596576,11.51999182999134,Entire home/apt,699,1,5,2024-09-30,0.19,1,143,2,
704773355713791100,Sehr schönes Apartment in München Süd,477038983,Daniele,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.072317915958976,11.520177908241749,Entire home/apt,85,14,9,2023-09-26,0.32,1,86,0,
704774708502490882,Privatzimmer in Pasing/Obermenzing,477346682,Lennard,,Pasing-Obermenzing,48.16035,11.45124,Private room,190,1,2,2022-10-02,0.07,1,365,0,
704904411623721965,1 Zimmer,20485968,Jennifer,,Laim,48.14333,11.50917,Private room,,1,24,2024-09-29,0.85,1,0,8,
704957215189670101,202 2BedR Mini Suite 4P Kitchen & Washmachine,130433278,Yfliss,,Ludwigsvorstadt-Isarvorstadt,48.1377106,11.552535,Entire home/apt,,1,7,2024-08-24,0.29,4,0,5,
704980900009734587,Schönes Zimmer in Schwabing Nahe Oktoberfest,477393390,David,,Schwabing-West,48.1591,11.56272,Private room,,2,7,2024-10-06,0.25,2,0,2,
704981523895803371,Simple studio apartment close to the centre,17324227,Marina,,Neuhausen-Nymphenburg,48.14708,11.54238,Entire home/apt,,7,7,2023-03-18,0.25,1,0,0,
704993601290799334,Beautiful room close to City center and Riverside,90032307,Astrid,,Untergiesing-Harlaching,48.10595,11.56323,Private room,,2,4,2022-11-05,0.15,1,0,0,
705140153309238576,"2,5 Zimmerwohnung in Thalkirchen",9083421,Barbara,,Sendling,48.10957,11.54986,Entire home/apt,95,1,14,2024-06-22,0.51,1,248,2,
705159720561518656,Comfy room with nice balcony in central Munich,43612722,Nils,,Neuhausen-Nymphenburg,48.15843,11.54777,Private room,,1,14,2022-10-05,0.50,1,0,0,
705467208159932300,Cozy 2 room apartment Perfect for 2persons!,29671803,Hakan,,Laim,48.13536,11.49333,Entire home/apt,,1,7,2024-10-06,0.26,1,0,4,
705525787765110202,2-Room apartment + roof-terrace Maxvordtadt,45008147,Manuela,,Maxvorstadt,48.15531,11.56298,Entire home/apt,120,14,5,2024-03-05,0.18,1,145,1,
705695547448373586,Zimmer in Wohngemeinschaft. Nähe Theresienwiese,32674194,Philip,,Schwanthalerhöhe,48.13755,11.53302,Private room,90,2,11,2024-09-22,0.39,1,90,2,
705777534028001537,3-Zimmer in Schwabing,5625133,Katrin,,Schwabing-West,48.17069,11.56533,Entire home/apt,,7,5,2024-10-29,0.29,1,0,3,
705785062244404617,Gepflegte Eigentumswohnung am Wiener Platz ISAR,477563444,Katarzyna,,Au-Haidhausen,48.1333738,11.5926941,Entire home/apt,264,3,56,2024-12-26,2.02,1,117,26,
